key	domain	es_mx	pt_br
sesgo.autocontrol.question.0.situation	sesgo	Recibes un bono de $10,000. Tienes una deuda de tarjeta al 20% de interés. ¿Qué haces?	Você recebe um bônus de R$ 3.000. Tem uma dívida de cartão a 20% de juros. O que você faz?
sesgo.autocontrol.question.0.option.0.text	sesgo	Pago la deuda inmediatamente — es el movimiento matemáticamente óptimo	Pago a dívida imediatamente — é a decisão matematicamente ótima
sesgo.autocontrol.question.0.option.0.reveal	sesgo	Racional: eliminar deuda al 20% es un retorno garantizado del 20%, difícil de superar	Racional: eliminar uma dívida a 20% é um retorno garantido de 20%, difícil de superar
sesgo.autocontrol.question.0.option.1.text	sesgo	Gasto la mitad en algo que quería y pago la mitad de la deuda	Gasto metade em algo que queria e pago metade da dívida
sesgo.autocontrol.question.0.option.1.reveal	sesgo	Sesgo de autocontrol: el yo caliente interfiere con la decisión óptima del yo frío	Viés de autocontrole: o eu quente interfere na decisão ótima do eu frio
sesgo.autocontrol.question.1.situation	sesgo	Llevas 4 horas en una reunión agotadora. Pasan snacks. ¿Qué eliges?	Você está há 4 horas em uma reunião exaustiva. Passam salgadinhos. O que você escolhe?
sesgo.autocontrol.question.1.option.0.text	sesgo	El chocolate/galletas — estoy agotado y lo necesito	O chocolate/biscoito — estou esgotado e preciso disso
sesgo.autocontrol.question.1.option.0.reveal	sesgo	Sesgo de autocontrol + Ego Depletion: el Sistema 2 está agotado y el Sistema 1 toma el control	Viés de autocontrole + Ego Depletion: o Sistema 2 está esgotado e o Sistema 1 assume o controle
sesgo.autocontrol.question.1.option.1.text	sesgo	Frutos secos — aunque me cuesta, sigo mi plan de alimentación	Frutas secas — embora seja difícil, sigo meu plano alimentar
sesgo.autocontrol.question.1.option.1.reveal	sesgo	Autocontrol activo: el Sistema 2 ejercita la disciplina incluso bajo fatiga	Autocontrole ativo: o Sistema 2 exerce disciplina mesmo sob fadiga
sesgo.autocontrol.question.2.situation	sesgo	El mercado cayó 8% hoy. Tu portafolio bajó $15,000. ¿Qué haces?	O mercado caiu 8% hoje. Seu portfólio baixou R$ 4.000. O que você faz?
sesgo.autocontrol.question.2.option.0.text	sesgo	Reviso la app cada hora y eventualmente vendo para "detener las pérdidas"	Fico verificando o app a cada hora e eventualmente vendo para "estancar as perdas"
sesgo.autocontrol.question.2.option.0.reveal	sesgo	Sesgo de autocontrol: el malestar del yo caliente destruye el plan del yo frío	Viés de autocontrole: o desconforto do eu quente destrói o plano do eu frio
sesgo.autocontrol.question.2.option.1.text	sesgo	Recuerdo mi plan de largo plazo y no hago nada hasta la revisión programada	Lembro do meu plano de longo prazo e não faço nada até a revisão programada
sesgo.autocontrol.question.2.option.1.reveal	sesgo	Racional: la aversión miope a la pérdida destruye retornos — el plan existe precisamente para momentos así	Racional: a aversão míope à perda destrói retornos — o plano existe exatamente para momentos como esse
sesgo.autocontrol.fixation.0.question	sesgo	¿Qué es el descuento hiperbólico?	O que é o desconto hiperbólico?
sesgo.autocontrol.fixation.0.option.0	sesgo	La tendencia a preferir recompensas pequeñas e inmediatas sobre recompensas mayores en el futuro	A tendência de preferir recompensas pequenas e imediatas a recompensas maiores no futuro
sesgo.autocontrol.fixation.0.option.1	sesgo	Descuentos que parecen atractivos pero tienen costos ocultos a largo plazo	Descontos que parecem atrativos mas têm custos ocultos no longo prazo
sesgo.autocontrol.fixation.0.option.2	sesgo	La incapacidad de calcular correctamente el valor del dinero en el tiempo	A incapacidade de calcular corretamente o valor do dinheiro no tempo
sesgo.autocontrol.fixation.1.question	sesgo	Sabes que deberías ahorrar $2,000 al mes pero cada mes lo pospones. ¿Qué explica este patrón?	Você sabe que deveria poupar R$ 600 por mês, mas todo mês adia. O que explica esse padrão?
sesgo.autocontrol.fixation.1.option.0	sesgo	Sesgo del presente: el yo futuro se siente lejano y abstracto; el placer de gastar hoy se siente concreto e inmediato	Viés do presente: o eu futuro parece distante e abstrato; o prazer de gastar hoje parece concreto e imediato
sesgo.autocontrol.fixation.1.option.1	sesgo	Sesgo de status quo: prefieres mantener tus hábitos de gasto actuales	Viés de status quo: você prefere manter seus hábitos de gasto atuais
sesgo.autocontrol.fixation.1.option.2	sesgo	Aversión a la pérdida: sientes que ahorrar es perder dinero disponible	Aversão à perda: você sente que poupar é perder dinheiro disponível
sesgo.autocontrol.fixation.2.question	sesgo	¿Por qué los compromisos previos (precommitment) son efectivos contra este sesgo?	Por que os pré-compromissos (precommitment) são eficazes contra esse viés?
sesgo.autocontrol.fixation.2.option.0	sesgo	Porque eliminan la decisión en el momento de tentación, cuando el Sistema 1 domina	Porque eliminam a decisão no momento da tentação, quando o Sistema 1 domina
sesgo.autocontrol.fixation.2.option.1	sesgo	Porque aumentan la culpa cuando no cumplimos, lo que nos motiva más	Porque aumentam a culpa quando não cumprimos, o que nos motiva mais
sesgo.autocontrol.fixation.2.option.2	sesgo	Porque hacen que el ahorro sea más visible y fácil de monitorear	Porque tornam a poupança mais visível e fácil de monitorar
sesgo.endowment-effect.name	sesgo	Efecto de Dotación	Efeito de Dotação
sesgo.endowment-effect.definition	sesgo	Valoramos más un activo simplemente porque lo poseemos.	Valorizamos mais um ativo simplesmente porque o possuímos.
sesgo.endowment-effect.description	sesgo	Descrito por Kahneman y Thaler, el Efecto de Dotación viola la teoría económica clásica: el precio al que estarías dispuesto a vender algo (WTA) debería ser igual al que pagarías por comprarlo (WTP). En la práctica, WTA siempre supera WTP — somos dueños sentimentales de nuestros activos.	Descrito por Kahneman e Thaler, o Efeito de Dotação viola a teoria econômica clássica: o preço pelo qual você estaria disposto a vender algo (WTA) deveria ser igual ao que pagaria para comprá-lo (WTP). Na prática, WTA sempre supera WTP — somos donos sentimentais dos nossos ativos.
sesgo.endowment-effect.mechanism	sesgo	Una vez que poseemos algo, dejarlo ir se siente como una pérdida. La aversión a la pérdida entra en juego: el dolor de perder la posesión supera el placer de ganar el dinero. Dan Ariely observó que empezamos a amar las cosas casi inmediatamente después de poseerlas, o incluso de imaginar que las poseemos.	Uma vez que possuímos algo, abrir mão dele parece uma perda. A aversão à perda entra em cena: a dor de perder a posse supera o prazer de ganhar o dinheiro. Dan Ariely observou que começamos a gostar das coisas quase imediatamente após possuí-las, ou até mesmo ao imaginar que as possuímos.
sesgo.endowment-effect.trapQuestion	sesgo	Ganaste en un sorteo una entrada VIP de $1,500 para tu evento soñado. Alguien te ofrece $1,500 en efectivo por ella. ¿La vendes? — La mayoría dice no. Pero antes de ganarla, no habrías pagado $1,500 por ella.	Você ganhou em um sorteio um ingresso VIP de R$ 450 para o evento dos seus sonhos. Alguém te oferece R$ 450 em dinheiro por ele. Você vende? — A maioria diz não. Mas antes de ganhá-lo, você não teria pago R$ 450 por ele.
sesgo.endowment-effect.example.0.label	sesgo	Inversión	Investimento
sesgo.endowment-effect.example.0.text	sesgo	Un inversor recibe acciones de su empresa como compensación. Aunque racionalmente sabe que está sobreexpuesto a un solo activo, no las vende porque "son mías, las gané yo".	Um investidor recebe ações de sua empresa como remuneração. Embora racionalmente saiba que está superexposto a um único ativo, não as vende porque "são minhas, eu as ganhei".
sesgo.endowment-effect.example.1.label	sesgo	Inmuebles	Imóveis
sesgo.endowment-effect.example.1.text	sesgo	Los vendedores de casas siempre creen que su propiedad vale más de lo que dice el mercado. El apego emocional infla la valuación.	Vendedores de imóveis sempre acreditam que sua propriedade vale mais do que o mercado indica. O apego emocional infla a avaliação.
sesgo.endowment-effect.example.2.label	sesgo	Negociación	Negociação
sesgo.endowment-effect.example.2.text	sesgo	En negociaciones, quien ya "tiene" algo (un contrato, un derecho) pide más para cederlo de lo que la contraparte pagaría para adquirirlo, bloqueando acuerdos eficientes.	Em negociações, quem já "tem" algo (um contrato, um direito) exige mais para ceder do que a contraparte pagaria para adquiri-lo, bloqueando acordos eficientes.
sesgo.endowment-effect.antidote.0	sesgo	Test del nuevo dinero: "¿Si tuviera este activo en efectivo hoy, compraría esta posición a este precio?"	Teste do dinheiro novo: "Se eu tivesse esse ativo em dinheiro hoje, eu compraria essa posição a esse preço?"
sesgo.endowment-effect.antidote.1	sesgo	Valoración desde fuera: pide a alguien sin vínculo emocional que evalúe el activo.	Avaliação externa: peça a alguém sem vínculo emocional que avalie o ativo.
sesgo.endowment-effect.antidote.2	sesgo	Separar la historia del activo de su valor de mercado actual.	Separar a história do ativo do seu valor de mercado atual.
sesgo.endowment-effect.antidote.3	sesgo	Revisión periódica forzada: "¿Qué tan objetivamente estoy valorando esto porque lo poseo?"	Revisão periódica forçada: "O quanto estou avaliando isso de forma objetiva, ou apenas porque o possuo?"
sesgo.endowment-effect.question.0.situation	sesgo	Tienes acciones de tu empresa que recibiste como bono. Representan el 40% de tu portafolio. ¿Qué haces?	Você tem ações da sua empresa que recebeu como bônus. Elas representam 40% do seu portfólio. O que você faz?
sesgo.endowment-effect.question.0.option.0.text	sesgo	Las mantengo — son "mis" acciones, las gané, confío en la empresa	Mantenho — são "minhas" ações, eu as ganhei, confio na empresa
sesgo.endowment-effect.question.0.option.0.reveal	sesgo	Efecto de dotación: la posesión y el origen crean apego que nubla la evaluación de concentración de riesgo	Efeito de dotação: a posse e a origem criam apego que nubla a avaliação de concentração de risco
sesgo.endowment-effect.question.0.option.1.text	sesgo	Evalúo si tener el 40% en una sola acción es prudente, independiente de su origen	Avalio se ter 40% em uma única ação é prudente, independentemente de sua origem
sesgo.endowment-effect.question.0.option.1.reveal	sesgo	Racional: las acciones deben evaluarse como cualquier otra inversión, sin privilegio por su historia	Racional: as ações devem ser avaliadas como qualquer outro investimento, sem privilégio por sua história
sesgo.endowment-effect.question.1.situation	sesgo	Compraste un auto hace 3 años. Quieres venderlo. El mercado lo valúa en $180,000. ¿A qué precio lo pones?	Você comprou um carro há 3 anos. Quer vendê-lo. O mercado o avalia em R$ 50.000. A que preço você o coloca à venda?
sesgo.endowment-effect.question.1.option.0.text	sesgo	$220,000 o más — mi auto está en perfecto estado y vale más que el promedio	R$ 65.000 ou mais — meu carro está em perfeito estado e vale mais do que a média
sesgo.endowment-effect.question.1.option.0.reveal	sesgo	Efecto de dotación: todos los dueños creen que su auto es "especial" y está en mejor estado que el promedio	Efeito de dotação: todos os donos acreditam que seu carro é "especial" e está em melhor estado do que a média
sesgo.endowment-effect.question.1.option.1.text	sesgo	$180,000 o el precio de mercado — es lo que un comprador racional pagaría	R$ 50.000 ou o preço de mercado — é o que um comprador racional pagaria
sesgo.endowment-effect.question.1.option.1.reveal	sesgo	Racional: el mercado ya incorpora el "perfecto estado" en su valuación promedio	Racional: o mercado já incorpora o "perfeito estado" em sua avaliação média
sesgo.endowment-effect.question.2.situation	sesgo	Ganaste en un sorteo una entrada a un concierto valorada en $2,000. Alguien te ofrece $2,000 en efectivo por ella. ¿La vendes?	Você ganhou em um sorteio um ingresso para um show avaliado em R$ 600. Alguém te oferece R$ 600 em dinheiro por ele. Você vende?
